"","customerid","urban","frequency","menu","partysize","monthlybasepayment","tenure","monthlyaddons","rating","churn","churn_prediction","addons_prediction"
"12042","cid0012042",1,"once-a-month","convenience",5,43.990002,9,0,2,0,0.243607905265262,10.4304636920593
"12043","cid0012043",1,"once-a-month","ethnic",3,40.990002,54,7,4,0,0.00505711173865193,21.5772098791446
"12044","cid0012044",1,"twice-a-week","convenience",3,172.99001,1,0,2,1,0.112439993500067,8.70393101706099
"12045","cid0012045",1,"once-a-month","convenience",5,43.990002,1,21,4,0,0.0490267258349652,24.2511945828573
"12046","cid0012046",1,"once-a-month","ethnic",6,57.990002,17,0,3,0,0.31804718724372,18.1555607694778
"12047","cid0012047",0,"once-a-month","ethnic",3,40.990002,29,42,5,0,0.00503092186210389,27.7580999636541
"12048","cid0012048",1,"once-a-month","convenience",4,39.990002,7,0,2,0,0.154267789516613,9.48762936192619
"12049","cid0012049",1,"once-a-month","healthy",4,51.990002,20,0,3,0,0.0420421953340093,15.4267323153867
"12050","cid0012050",1,"twice-a-week","convenience",5,222.99001,14,2,4,0,0.0387202182253947,24.1715299964091
"12051","cid0012051",1,"twice-a-week","convenience",6,243.99001,5,34,2,0,0.423727989601614,11.5605281923682
"12052","cid0012052",1,"twice-a-week","convenience",4,199.99001,9,34,3,0,0.0568387610480975,16.4166598680542
"12053","cid0012053",1,"once-a-month","ethnic",5,52.990002,2,44,1,1,0.716545939662228,3.68698449007834
"12054","cid0012054",1,"once-a-month","convenience",4,39.990002,3,59,4,0,0.0198359196018135,23.2521718829086
"12055","cid0012055",0,"once-a-month","convenience",4,39.990002,3,0,1,1,0.626284882448595,1.66517635373718
"12056","cid0012056",1,"once-a-week","healthy",3,156.99001,2,52,4,0,0.00966968475092856,21.9741063786149
"12057","cid0012057",1,"twice-a-week","ethnic",6,292.98999,10,26,4,0,0.202442163983385,25.2110151076908
"12058","cid0012058",0,"twice-a-week","convenience",6,243.99001,2,0,2,1,0.59235066228257,10.5782051673087
"12059","cid0012059",0,"once-a-month","convenience",4,39.990002,23,0,1,0,0.268387670465461,1.38423450465937
"12060","cid0012060",0,"once-a-month","convenience",3,33.990002,2,38,4,0,0.0487953906656603,21.2708261579005
"12061","cid0012061",1,"once-a-month","convenience",6,47.990002,5,0,1,0,0.61927103416416,4.60340350133235
"12062","cid0012062",1,"twice-a-week","convenience",5,222.99001,5,53,3,0,0.124427982939655,17.4437767529107
"12063","cid0012063",1,"once-a-month","convenience",3,33.990002,4,14,4,0,0.00809150665933952,22.2671962754138
"12064","cid0012064",1,"once-a-month","healthy",5,57.990002,3,47,3,0,0.127464163165468,16.6364614021437
"12065","cid0012065",1,"once-a-month","convenience",5,43.990002,11,27,3,0,0.0990210676414631,17.256546582735
"12066","cid0012066",1,"once-a-month","convenience",5,43.990002,6,53,3,0,0.111493567191555,17.3267820450044
"12067","cid0012067",0,"once-a-month","convenience",2,27.99,3,0,2,0,0.241516025622461,6.57749639923879
"12068","cid0012068",0,"once-a-week","convenience",6,170.99001,15,0,4,0,0.107792617650537,24.4122773396384
"12069","cid0012069",1,"once-a-month","convenience",3,33.990002,8,43,4,0,0.00728319850046627,22.2110079055983
"12070","cid0012070",1,"once-a-week","healthy",5,202.99001,30,0,2,0,0.173206795678147,9.81429066882097
"12071","cid0012071",1,"once-a-month","convenience",6,47.990002,3,0,4,0,0.105639687480302,25.1940289129905
"12072","cid0012072",0,"once-a-week","convenience",4,139.99001,4,0,1,0,0.621198058391585,2.06240709979901
"12073","cid0012073",1,"once-a-week","convenience",5,155.99001,7,0,2,1,0.263920775807234,10.8698357154828
"12074","cid0012074",1,"once-a-month","healthy",3,44.990002,12,0,2,1,0.0844652848098255,7.71400346439344
"12075","cid0012075",1,"once-a-month","convenience",4,39.990002,6,0,1,0,0.372241699833794,2.64749937879663
"12076","cid0012076",1,"once-a-month","convenience",6,47.990002,1,0,1,1,0.643941924020059,4.65959187114791
"12077","cid0012077",1,"once-a-month","convenience",6,47.990002,2,50,3,0,0.228340306504122,18.3538989298609
"12078","cid0012078",0,"once-a-month","convenience",4,39.990002,25,0,1,0,0.239625955212635,1.35614031975159
"12079","cid0012079",1,"once-a-month","convenience",4,39.990002,28,5,5,0,0.00328374065561367,29.7551716471448
"12080","cid0012080",1,"once-a-month","ethnic",5,52.990002,30,25,1,0,0.546112713637085,3.29366590136942
"12081","cid0012081",1,"twice-a-week","convenience",5,222.99001,3,29,3,0,0.130321332363747,17.4718709378185
"12082","cid0012082",0,"once-a-week","convenience",2,97.989998,2,37,4,0,0.0289615334859879,20.7111754813753
"12083","cid0012083",1,"once-a-week","ethnic",4,167.99001,2,49,3,1,0.140110244105896,16.83568796472
"12084","cid0012084",0,"once-a-month","convenience",3,33.990002,2,5,2,0,0.324673414606545,7.56247200673359
"12085","cid0012085",1,"once-a-week","convenience",4,139.99001,3,0,1,0,0.404009608210201,3.10091849467403
"12086","cid0012086",0,"twice-a-week","healthy",3,224.99001,9,19,5,0,0.0115406109671222,27.3971592815367
"12087","cid0012087",1,"once-a-month","convenience",4,39.990002,3,13,2,1,0.168618026304268,9.54381773174174
"12088","cid0012088",0,"once-a-month","convenience",4,39.990002,31,31,5,0,0.00381558683289198,28.688566067362
"12089","cid0012089",1,"once-a-month","convenience",2,27.99,7,0,4,0,0.00310870359613839,21.2541264830112
"12090","cid0012090",1,"once-a-month","convenience",4,39.990002,2,33,4,0,0.0203580503144458,23.2662189753625
"12091","cid0012091",1,"once-a-month","ethnic",6,57.990002,19,0,2,0,0.519006534535898,11.2732895089866
"12092","cid0012092",0,"twice-a-week","convenience",5,222.99001,4,0,1,1,0.677881105438894,2.72500539177657
"12093","cid0012093",0,"once-a-month","convenience",2,27.99,2,3,5,0,0.00803561404061476,27.154074718443
"12094","cid0012094",0,"once-a-month","convenience",3,33.990002,30,6,3,0,0.0183786355270541,14.0233304936081
"12095","cid0012095",1,"once-a-month","convenience",5,43.990002,3,0,1,1,0.512049878066313,3.66056917119922
"12096","cid0012096",1,"twice-a-week","healthy",3,224.99001,2,0,1,0,0.323560524319777,1.10324492880127
"12097","cid0012097",1,"once-a-month","convenience",3,33.990002,3,7,4,0,0.00830711527925209,22.2812433678677
"12098","cid0012098",0,"once-a-month","ethnic",6,57.990002,5,0,2,0,0.711068830778996,10.4454845009199
"12099","cid0012099",0,"twice-a-week","convenience",5,222.99001,36,0,3,1,0.0321953718472266,15.983852584419
"12100","cid0012100",0,"once-a-month","convenience",5,43.990002,4,49,3,0,0.255306188975736,16.3304119274911
"12101","cid0012101",1,"once-a-week","convenience",5,155.99001,8,41,3,0,0.111617625291932,17.7099656986124
"12102","cid0012102",1,"once-a-month","convenience",5,43.990002,20,64,4,0,0.0302101177445092,23.9842998262334
"12103","cid0012103",1,"once-a-month","convenience",3,33.990002,1,49,4,0,0.0087555676369521,22.3093375527755
"12104","cid0012104",0,"once-a-month","ethnic",4,47.990002,2,23,3,1,0.369992921488519,15.3999458237832
"12105","cid0012105",1,"twice-a-week","convenience",5,222.99001,19,32,5,0,0.0125352329794921,30.9554716097231
"12106","cid0012106",1,"once-a-month","convenience",6,47.990002,25,0,4,0,0.0618381900441253,24.8849928790049
"12107","cid0012107",0,"once-a-month","convenience",5,43.990002,1,22,4,1,0.15433919866315,23.2267302804362
"12108","cid0012108",1,"once-a-week","healthy",4,181.99001,16,45,3,0,0.0489955550321186,15.894198523718
"12109","cid0012109",1,"once-a-month","convenience",2,27.99,4,0,2,0,0.0539083829293013,7.58791360920603
"12110","cid0012110",1,"twice-a-week","convenience",5,222.99001,1,0,2,1,0.305133307398817,10.6457880471428
"12111","cid0012111",1,"once-a-month","convenience",4,39.990002,4,0,1,0,0.384715148915894,2.67559356370442
"12112","cid0012112",0,"once-a-week","healthy",6,221.99001,34,18,3,1,0.0597407197778951,16.5587435872086
"12113","cid0012113",0,"once-a-month","ethnic",6,57.990002,10,25,2,0,0.6273344111008,10.3752490386504
"12114","cid0012114",0,"once-a-month","convenience",6,47.990002,3,61,3,1,0.370928898728177,17.3153875349859
"12115","cid0012115",0,"once-a-month","convenience",5,43.990002,5,51,2,1,0.428459139908129,9.46218775945375
"12116","cid0012116",1,"once-a-month","convenience",2,27.99,5,0,3,0,0.013327780689215,14.4280435923356
"12117","cid0012117",0,"twice-a-week","healthy",3,224.99001,1,0,4,0,0.0615855145603052,20.6553589455843
"12118","cid0012118",0,"once-a-week","ethnic",3,144.99001,3,0,1,1,0.771618939864265,1.11789390363723
"12119","cid0012119",1,"once-a-month","convenience",4,39.990002,6,32,2,0,0.157758961005645,9.50167645438007
"12120","cid0012120",1,"once-a-week","convenience",5,155.99001,1,4,4,0,0.0516203474288375,24.662472421373
"12121","cid0012121",0,"once-a-month","convenience",4,39.990002,26,0,3,0,0.0388705720976825,15.0504473784646
"12122","cid0012122",1,"once-a-month","convenience",4,39.990002,7,43,5,0,0.00571646921241053,30.0501605886765
"12123","cid0012123",1,"twice-a-week","convenience",4,199.99001,19,0,4,0,0.0143924662855436,23.1303660190988
"12124","cid0012124",1,"once-a-month","convenience",3,33.990002,1,43,4,0,0.0087555676369521,22.3093375527755
"12125","cid0012125",0,"once-a-month","convenience",3,33.990002,25,30,5,0,0.00291213895010141,27.8019201070444
"12126","cid0012126",0,"once-a-month","ethnic",5,52.990002,2,29,4,1,0.284092015823962,23.2250514144075
"12127","cid0012127",0,"once-a-month","healthy",3,44.990002,8,41,4,0,0.033784971603033,20.4540816829547
"12128","cid0012128",0,"once-a-month","convenience",4,39.990002,13,0,1,1,0.439484765227453,1.52470542919827
"12129","cid0012129",1,"once-a-month","convenience",6,47.990002,2,58,2,1,0.419249906084098,11.4997218542775
"12130","cid0012130",1,"once-a-week","convenience",2,97.989998,10,0,2,0,0.048806170475265,7.91490889299842
"12131","cid0012131",1,"twice-a-week","ethnic",5,267.98999,1,0,4,1,0.11768454516772,24.3665104247349
"12132","cid0012132",1,"once-a-month","ethnic",5,52.990002,21,0,3,0,0.165118121594827,17.1284438846213
"12133","cid0012133",1,"twice-a-week","convenience",3,172.99001,16,39,2,0,0.0784367245696277,8.49322463025264
"12134","cid0012134",1,"twice-a-week","convenience",5,222.99001,5,2,4,0,0.0486481610891516,24.2979538284941
"12135","cid0012135",0,"once-a-month","ethnic",2,32.990002,42,26,5,0,0.000909782394438215,26.6045592467126
"12136","cid0012136",0,"twice-a-week","convenience",6,243.99001,7,0,1,1,0.673040239366302,3.65379262945582
"12137","cid0012137",0,"once-a-month","ethnic",4,47.990002,3,0,2,0,0.593966739194486,8.53172165574585
"12138","cid0012138",1,"once-a-month","convenience",3,33.990002,1,0,2,0,0.103033320668429,8.60098340160861
"12139","cid0012139",1,"once-a-month","healthy",5,57.990002,21,0,4,0,0.0315857025069569,23.2377908135571
"12140","cid0012140",0,"once-a-month","convenience",3,33.990002,2,38,5,0,0.0164806280342861,28.1250032334839
"12141","cid0012141",1,"twice-a-week","convenience",2,140.99001,6,0,1,0,0.196667486991717,0.808589964167182
"12142","cid0012142",1,"once-a-month","convenience",6,47.990002,5,0,1,1,0.61927103416416,4.60340350133235
"12143","cid0012143",0,"once-a-month","ethnic",6,57.990002,2,30,3,1,0.598781646580174,17.341802853865
"12144","cid0012144",1,"once-a-month","convenience",4,39.990002,10,0,3,0,0.0505248803667121,16.299665160148
"12145","cid0012145",1,"once-a-week","ethnic",5,186.99001,4,0,4,0,0.105484809711813,24.6326993704366
"12146","cid0012146",1,"once-a-month","convenience",4,39.990002,2,43,2,0,0.17236776432095,9.55786482419563
"12147","cid0012147",1,"once-a-month","convenience",4,39.990002,2,0,4,0,0.0203580503144458,23.2662189753625
"12148","cid0012148",0,"once-a-month","convenience",6,47.990002,29,62,3,0,0.0756409541470741,16.9501631311847
"12149","cid0012149",0,"once-a-month","convenience",4,39.990002,3,0,3,0,0.188333949524807,15.3735305049041
"12150","cid0012150",0,"once-a-month","ethnic",4,47.990002,12,13,4,0,0.0927589464422122,22.1136519748277
"12151","cid0012151",0,"twice-a-week","convenience",4,199.99001,17,33,4,0,0.0318316391132556,22.1339959015854
"12152","cid0012152",1,"once-a-month","convenience",4,39.990002,9,47,3,0,0.0518121194590685,16.3137122526018
"12153","cid0012153",1,"once-a-month","healthy",5,57.990002,6,25,3,0,0.11887646154637,16.594320124782
"12154","cid0012154",1,"once-a-month","convenience",5,43.990002,14,41,4,0,0.0352360607499418,24.0685823809567
"12155","cid0012155",0,"once-a-week","convenience",4,139.99001,14,49,2,0,0.222091340666876,8.77611325084355
"12156","cid0012156",1,"once-a-month","convenience",4,39.990002,2,52,3,0,0.0617267038115291,16.4120418997791
"12157","cid0012157",1,"once-a-month","ethnic",4,47.990002,54,0,2,0,0.109579632763739,8.83978424301858
"12158","cid0012158",1,"once-a-week","ethnic",4,167.99001,10,40,3,1,0.116449224788387,16.7233112250889
"12159","cid0012159",1,"once-a-month","ethnic",3,40.990002,12,0,2,0,0.167568176843438,8.45883361104106
"12160","cid0012160",1,"once-a-month","healthy",3,44.990002,17,33,2,0,0.0747619552191651,7.64376800212399
"12161","cid0012161",0,"once-a-month","healthy",6,62.990002,2,0,3,1,0.406171413134899,16.5969727072174
"12162","cid0012162",1,"once-a-month","convenience",2,27.99,50,30,4,0,0.000996191358714808,20.650101507494
"12163","cid0012163",0,"once-a-month","convenience",5,43.990002,24,0,2,0,0.150419585655476,9.19529300282984
"12164","cid0012164",0,"twice-a-week","convenience",4,199.99001,1,33,3,0,0.229515414884618,15.5045723052642
"12165","cid0012165",1,"once-a-month","convenience",6,47.990002,11,0,2,0,0.362509889499164,11.3732980221925
"12166","cid0012166",1,"once-a-month","convenience",5,43.990002,29,7,2,0,0.159319923250807,10.1495218429815
"12167","cid0012167",0,"once-a-month","convenience",3,33.990002,1,11,4,1,0.0524441620681372,21.2848732503544
"12168","cid0012168",0,"once-a-month","convenience",3,33.990002,2,20,2,1,0.324673414606545,7.56247200673359
"12169","cid0012169",1,"once-a-month","convenience",2,27.99,18,0,4,0,0.00232409144434098,21.0996084660184
"12170","cid0012170",0,"once-a-week","ethnic",5,186.99001,43,0,1,0,0.196358396094011,2.49786723556345
"12171","cid0012171",0,"once-a-month","ethnic",4,47.990002,34,0,1,0,0.271767958310815,1.24208471409182
"12172","cid0012172",0,"once-a-month","convenience",5,43.990002,45,0,3,1,0.0149980149924272,15.7544811368816
"12173","cid0012173",0,"twice-a-week","healthy",4,259.98999,3,36,4,0,0.0928693860124886,21.5981932757175
"12174","cid0012174",0,"once-a-week","convenience",3,120.99,33,39,3,0,0.0154952552941131,14.3924670547622
"12175","cid0012175",0,"once-a-month","convenience",3,33.990002,7,29,4,0,0.0338992314033644,21.200590695631
"12176","cid0012176",1,"twice-a-week","healthy",5,289.98999,14,0,4,0,0.0415093287639558,23.4390680761867
"12177","cid0012177",1,"once-a-month","convenience",3,33.990002,22,0,1,0,0.191835779235884,1.45181738449348
"12178","cid0012178",1,"once-a-month","convenience",3,33.990002,3,0,2,0,0.098234593321077,8.57288921670083
"12179","cid0012179",0,"once-a-month","convenience",6,47.990002,5,69,5,0,0.105621707092029,30.995647501245
"12180","cid0012180",0,"once-a-month","convenience",3,33.990002,31,0,3,0,0.0170572880779375,14.0092834011542
"12181","cid0012181",1,"once-a-month","convenience",4,39.990002,1,45,3,0,0.0632803147133451,16.426088992233
"12182","cid0012182",0,"once-a-month","ethnic",4,47.990002,2,0,3,1,0.369992921488519,15.3999458237832
"12183","cid0012183",1,"twice-a-week","convenience",4,199.99001,10,27,3,0,0.0554339393288203,16.4026127756003
"12184","cid0012184",0,"once-a-month","healthy",2,35.990002,4,0,2,0,0.240876455399216,5.83098738656251
"12185","cid0012185",1,"once-a-month","convenience",5,43.990002,20,25,2,0,0.193931573735896,10.2759456750665
"12186","cid0012186",0,"once-a-month","convenience",3,33.990002,12,0,2,0,0.18363049212079,7.42200108219469
"12187","cid0012187",1,"twice-a-week","convenience",4,199.99001,2,0,2,1,0.186786306407463,9.66081243964801
"12188","cid0012188",0,"once-a-month","convenience",3,33.990002,16,3,4,0,0.0174042350163018,21.074166863546
"12189","cid0012189",0,"once-a-month","ethnic",4,47.990002,3,0,4,0,0.168429951744899,22.2400758069127
"12190","cid0012190",0,"twice-a-week","convenience",4,199.99001,2,17,2,1,0.425945232618076,8.63634813722688
"12191","cid0012191",0,"once-a-month","healthy",2,35.990002,24,40,5,0,0.00163514930501934,26.112576764235
"12192","cid0012192",0,"twice-a-week","convenience",6,243.99001,2,30,4,0,0.253047082207669,24.2865593184756
"12193","cid0012193",1,"once-a-month","ethnic",2,32.990002,41,52,4,0,0.00296097220537633,20.7888935660042
"12194","cid0012194",0,"once-a-month","convenience",4,39.990002,39,0,4,0,0.00557485816881492,21.7220122521474
"12195","cid0012195",0,"once-a-month","convenience",4,39.990002,1,15,4,0,0.0913259723502561,22.2558017653953
"12196","cid0012196",1,"once-a-month","convenience",3,33.990002,1,28,4,0,0.0087555676369521,22.3093375527755
"12197","cid0012197",0,"once-a-month","convenience",2,27.99,20,2,3,0,0.0244881963764502,13.1928729031061
"12198","cid0012198",1,"twice-a-week","convenience",3,172.99001,2,42,2,0,0.109820951556494,8.68988392460709
"12199","cid0012199",0,"twice-a-week","convenience",2,140.99001,1,34,4,1,0.0325208438271867,20.4168923507658
"12200","cid0012200",0,"once-a-month","convenience",5,43.990002,6,30,3,0,0.227510405584656,16.3023177425833
"12201","cid0012201",1,"twice-a-week","convenience",5,222.99001,4,12,2,0,0.288533771314511,10.6036467697811
"12202","cid0012202",1,"once-a-month","convenience",6,47.990002,1,0,2,1,0.425719198742515,11.5137689467314
"12203","cid0012203",0,"twice-a-week","convenience",2,140.99001,7,0,2,0,0.205821006059249,6.6242556448756
"12204","cid0012204",1,"once-a-month","convenience",2,27.99,1,0,3,0,0.0147969329230795,14.4842319621511
"12205","cid0012205",0,"once-a-month","convenience",3,33.990002,2,7,3,0,0.135727962495007,14.416649082317
"12206","cid0012206",0,"once-a-month","convenience",3,33.990002,31,22,3,0,0.0170572880779375,14.0092834011542
"12207","cid0012207",0,"once-a-month","convenience",4,39.990002,45,12,4,0,0.00354157135862919,21.6377296974241
"12208","cid0012208",1,"once-a-month","ethnic",5,52.990002,5,26,4,0,0.0981004509231954,24.207374439467
"12209","cid0012209",0,"once-a-month","healthy",5,57.990002,21,18,3,0,0.0920123479358795,15.3591494355526
"12210","cid0012210",0,"once-a-month","convenience",3,33.990002,2,0,2,0,0.324673414606545,7.56247200673359
